vedetto	fako	senci	nomi_latina	lingui	kodo	pagino	ligno	imago	drapeli
portiko		Konstrukturo uzata por la exerci gimnastikala, ek fosti qui suportas trabo transversa a qua esas suspendita la rigi.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	454	20	461	korektita
portreto		Reprezenturo de persono per pikto o desegno sur moneto-peco, medalio, telo, e c.		germana,angla,franca,rusa	DEFR	454	24	461	
portuo		I. Konkavajo di maro aden tero - naturala od artifi- cala, ube la navi povas shirmar su. ¶ II. (metaf.)Shirm- eyo. ¶ III. Loko ube onu embarkas o desembarkas la pasa- jeri e la vari transportita per aviacili (aeroplani, heli- kopteri, e c.) o navi.		angla,franca,italiana,rusa,hispana	EFIRS	454	27	461	
portulako	bot	Supp-planto di qua la folii esas dika.	portulaca. DEIRL			454	33	461	sen-lingui,ordino-rompita
pos		En epoko, instanto, qua sequas la evento quan onu men- cionas.		franca,latina	FL	454	36	461	finalo-nekutima,korektita
posedar	trans	Havar la fakultato juar (ulo od ulu), mem sen proprietar lu.		angla,franca,italiana,hispana	EFIS	454	39	461	
posho		Mikra sako de telo, de stofo, sutita en la dikajo di vesto, por pozar aden lu to quon onu volas portar kun su.				454	42	461	sen-lingui
posibla		Qua povas eventar.		angla,franca,italiana,hispana	EFIS	454	46	461	
posto		Transporto nacionala di la letri, imprimuri, dokumenti, mikra paki.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	454	48	461	korektita
posteno		I. (milit-arto). Loko, spaco, okupata da trupo de mi- litisti por operaco militala. ¶ II. Plaso asignita a komba- tanti.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	454	51	461	korektita,ordino-rompita
posterno		. (milit-arto) Galerio vultoza, subsula, en fortifi- kajo por komunikar kun la parto extera.		germana,angla,franca,italiana,hispana	DEFIS	454	55	461	korektita
postigo		Vitro-plako di fenestro, quan onu povas apertar sen apertar la tota fenestro, por parolar ad ulu, por lasar la ae- ro enirar, e c.		hispana	S	455	2	462	korektita
postiliono		I. La duktisto di posto-veturo, di qua la vesti esis maxim-multa-kaze di koloro okul-frapanta, kun chapelo ruband- oza, e qua kavalkis sur un de la kavali jungita. ¶ II. Duesma duktisto di karoso tirata da 4 o 6 kavali - la viro qua duktas la kavali avana.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	455	6	462	korektita
postpoziciono	gram	Partikulo lokizita pos la vorto a qua lu relatas.				455	12	462	sen-lingui,korektita
postular	trans., de	. I. Demandar rigoroze (ulo) konseque de sua yuro, de sua autoritato, de sua forteso. ¶ II. Igar ne- kareebla.		franca,latina	FL	455	15	462	korektita
postulato		Propoziciono quan onu prizentas kom egardenda,pro lua exakteso, sen demonstrar lu.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	455	19	462	
postuma		Naskinta pos la morto di sua patro. (anke metaf.) DEFIS.				455	22	462	sen-lingui,korektita
posturar	netrans	I. (aludante persono qua esas avan piktisto, fotografisto qui esas pronta operacar). Movar sua korpo, sua muskuli, modifikar la traiti di sua vizajo, quaze agas lo modelo, segun la cirkonstanci. ¶ II. Igar su aspektar plu valoroza kam onu esas reale.		germana,angla,franca,italiana,hispana	DEFIS	455	24	462	korektita
poto		Menajo-vazo di qua la materio, la formo, la dimensioni varias segun la uzi a qua lu esas destinita.		angla,franca,hispana	EFS	455	30	462	korektita
potaso	kemio	.Karbonato di kalio quan onu extraktas de la cindro de ula vejetanti. - Simbolo kemiala : 2 KOH.( DEFIRS.				455	33	462	sen-lingui,ordino-rompita
potenco	matem	Valoro di quanto nombrala, multiplikita un, du o tri-foye per lu ipsa.		germana,angla,franca,italiana,rusa	DEFIR	455	36	462	korektita
potencialo	mekan	Sumo de la forci qui esas necesa por startar sistemo. ¶ II. (fiziko) Intenseso-grado di la forco necesa por retroduktar molekulo deformita a lua formo prima.		germana,angla,franca,italiana,hispana	DEFIS	455	39	462	korektita,ordino-rompita
potenciometro	elektr	Aparato, inventita da Clark, analoga a la reostato de Wheatstone, uzata por mezurar la difero di pot- enciali inter la poli di baterio.				455	43	462	sen-lingui,korektita
potenta		I. Qua disponas la povo produktar granda efekti. ¶ II. Qua povas impozar sua autoritato.		germana,angla,franca,italiana,hispana	DEFIS	455	47	462	
povar	trans. e netrans	Esar en la stando necesa por agar e facar ulo, pro havar la forteso e la habileso necesa.		franca,italiana,hispana	FIS	455	50	462	korektita
povra		Qua ne havas lo necesa por suficar a su. (antonimo : richa)		angla,franca,italiana,hispana	EFIS	455	53	462	korektita
pozar	trans	Situar en ta o ca plaso. ¶ II. Situar en ca o ta plaso, por permanar en ta loko.		franca,italiana,hispana	FIS	455	56	462	korektita
poziciono	milit-arto	. Tereno okupata da militisto-trupo, skope di agor batalio.		angla,franca	EF	456	2	463	
pozitiva		I. (algebro). Quanto pozitiva : supera ad zero, ed indikata per la signo "plus". ¶ II. (fiziko). Elektro pozitiva : Glas-elektro quan onu konsideris kom produktata da eceso di fluido. ¶ III. (gram.) Qua esas en la grado unesma, ye qua la qualeso afirmesas simple (opoze a "kompa- rativo", "superlativo"). ¶ IV. (filoz.) Valoro pozitiva: doktrino filozofiala qua repulsas omna absolutajo, pro agnos- kar exkluzive la fakti qui konstatesis per experimento.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	456	5	463	korektita
pozolano		Sablo vulkanala, redatra,qua uzesas por facar cemento.		germana,angla,franca,italiana,hispana	DEFIS	456	15	463	
pragmato		Fakto realigita, facita, pruvita nedubiteble.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	456	18	463	
pragmatiko		Akto solena qua regulizas la interesti di la fami- lio di la monarko en la stato.				456	20	463	sen-lingui,ordino-rompita
praktikar	trans	. Aplikar la reguli di sua mestiero, di sua arto, di sua cienco, e c.		germana,angla,franca,italiana,hispana	DEFIS	456	23	463	korektita
pralino		Mandelo risoligita en sukro.		germana,angla,franca	DEF	456	26	463	korektita
pramo	nav	Granda navo kun remili e segli, di qua la fundo esas plata, e kun nur un ferdeko.		angla	E	456	28	463	korektita
prato		Tereno en qua esas semita diversa planti forejala quin onu falchas o quin onu igas la brutaro konsumar en la kresk- eyo ipsa.		franca,italiana,hispana	FIS	456	31	463	korektita
pre-		Sufixo qua equivalas "ante-...", ma kun ideo implicita di kontakto kun to quon indikas la radiko.				456	35	463	finalo-nekutima,sen-lingui
prebendo	eklezio katol	Revenuo di kanoniko.		germana,angla,franca,italiana,hispana	DEFIS	456	38	463	
preco		Valor-quanto di kozo, di persono : (1) valoro komerc- ala ; (2) valoro etikala. DEFIS.				456	40	463	sen-lingui,korektita
precedar	trans	Praktikar ante ulu (en ofico, profesiono, komerco-fako, e c.)		angla,franca,italiana,hispana	EFIS	456	43	463	korektita,ordino-rompita
precedento		Fakto eventinta, a qua onu referas su por justifi- kar su pri eventigar o justifikar fakto analoga.		germana,angla,franca,italiana,hispana	DEFIS	456	46	463	
precepto		Formulo qua docas quale onu devas kondutar. Fakto etikala quan onu propozas kom regulo di konduto.		angla,franca,italiana,hispana	EFIS	456	49	463	korektita
preceptoro		Persono a qua onu konfidis la eduko privata di infanto, di puero.		germana,angla,franca,italiana,hispana	DEFIS	456	52	463	korektita
precesiono	astron	Precesiono di la equinoxi : diplaso pokopa di la axo di Tero, pro quo la equinoxo printempala eventas ante la ri-eso di Tero en la sama punto di lua or- bito.		germana,angla,franca,italiana,hispana	DEFIS	457	2	464	korektita
precipiso		I. Pento tre eskarpa. ¶ II. (metaf.)Kauzo di ruino. EFIS.				457	7	464	sen-lingui,korektita
precipitar	trans	I. Faligar bruske, de loko situita alte, ad fundo. ¶ II. (metaf.) (1) Faligar subite, de socio-grado alta ; (b) faligar subite a situeso funesta. ¶ III. (kemio). Retrofaligar a la fundo di la vazo qua kontenas liquido, solidon qua esas dissolvita en lu. ¶ IV. Igar irar impetuoze.		germana,angla,franca,italiana,hispana	DEFIS	457	10	464	korektita
precipua		I. I. La maxim importoza, aludante (1) persono, (b) kozo. ¶ II. (gram.) Propoziciono precipua : opoze a la pro- poziciono incidenta.		latina	L	457	17	464	korektita
preciza		I. (imajo, ideo). Strikte inkluzita, limitizita, determi- nita. ¶ II. (Tranchuro, sekuro, rupturo) di qua nula saliajo igas nedicidita la konturi.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	457	21	464	korektita
predikar	trans	I. Anuncar lo dicita da Deo. ¶ II. Instruk- tar (ulu) per docar lo dicita da Deo. ¶ III. Diskursar, de katedro kristanismala, por la edifiko di la asistanti.		germana,franca,italiana,hispana	DFIS	457	25	464	korektita
predikato	logiko	. Atributo di propoziciono.		germana,angla,franca,italiana,hispana	DEFIS	457	30	464	
prefaco		Expozo-texto preliminara quan autoro insertas ante la komenco-parto di sua verko ed en qua lu savigas olua sko- po, olua karaktero, e c.		angla,franca,italiana,hispana	EFIS	457	32	464	korektita
prefekto		I. La persono qua esas la chefo di stat-administro- fako en distrikto determinita. ¶ II. La persono qua administras departmento, en Francia.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	457	36	464	
preferar	trans., ulu, ulo, kam ulu, kam ulo	. Amar, amorar, prizar, diletar plu multe (kam onu agas lo pri altru od altro).		angla,franca,italiana,hispana	EFIS	457	40	464	
prefixo	gram	Partikulo qua, lokizite avan vorto, modifikas la senco di olca e formacas vorto nova.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	457	44	464	
prefoliaciono	bot	Dispozeso-maniero di la folii en la burjono.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	457	47	464	
pregar	trans., ulu, pri o por	. I. Adorar la deajo, Deo, demandante a lu favoro od indulgo. ¶ II. Urjar (ulu) pri ke lu grantez.		franca,italiana	FI	457	50	464	
		+ prei. - Demando plu insistoza kam +pliz - preska supliko.		angla	E	457	54	464	sen-vedetto,korektita
prekara	Yorocienco	. Grantita segun-requizite, e sempre revokebla.		germana,angla,franca,italiana,hispana	DEFIS	458	2	465	korektita
prekoca		I. Di qua la matureso esas kresko-+anticipa. ¶ II. (metaf.)Plu developita kam esas normala segun lua evo.		angla,franca,italiana,hispana	EFIS	458	5	465	korektita
prekursoro		Ta qua preparas la veno di altru.		angla,franca,italiana,hispana	EFIS	458	9	465	korektita
prelato	eklezio katol	Oficiero ekleziala alta-grada. ¶ II. Oficiero ek la oficieraro papala, yurizita pri +werar vesti violea.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	458	11	465	korektita
preliminaro		Singla ek la elementi di to quo preiras e prepa- ras la temo precipua.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	458	15	465	korektita
preludar	netrans	(muziko). Probar sua voco, sua muzik- instrumento per kantar, plear serio de noti.		germana,angla,franca,italiana,hispana	DEFIS	458	18	465	
premio		To quo donacesas kom rekompenso a persono qua vinkas lor konkurso.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	458	21	465	
premici		La frukti dat-unesma di tero, di brutaro, quin onu ofras a la deaji.		franca,italiana,hispana	FIS	458	24	465	korektita,ordino-rompita
premiso	logiko	.Singla ek la du propozicioni (majoro e mi- noro) di silogismo de qua onu inferas la konkluzo. (Uz- esas precipue plurale).		germana,angla,franca,italiana,hispana	DEFIS	458	27	465	korektita
prenar	trans., de, ek	. En-manuigar por tenar od uzar. FI				458	31	465	sen-lingui
preparar	trans., por	. Igar apta ye facar od agar ta a quo lu esas destinita.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	458	33	465	korektita
preponderar	netrans., pri, en, che	. Esar plu eminenta pri autoritato, influo ; superesar (ulu, ulo) pri dominaco, vinko.		germana,angla,franca,italiana,hispana	DEFIS	458	36	465	
prepoziciono	gram	Vorto-speco qua, lokizita avan nomo, avan propoziciono infinitivala, e c., ligas ici per ra- porto determinita a termino qua preiras.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	458	40	465	
prepuco	anat	Prolonguro di la penis-pelo qua tegas la glano.		angla,franca,italiana,hispana	EFIS	458	44	465	korektita
prerogativo		Yuro atribuita ad ula rangi nobelesala privile- jiera.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	458	47	465	korektita
presar	trans	Klemar per apogar su pezoze (sur lu).		germana,angla,franca,italiana,rusa,hispana	DEFIRS	458	50	465	korektita
presbita	patol	(Persono) qua povas vidar nur to quo esas for lu, pro ke lua muskulo ciliara cesis donar a la kris- talino la kurviguro necesa.		germana,angla,franca,italiana,hispana	DEFIS	458	53	465	korektita
presbiterismo	religio	.Doktrino di ula sekto Kristana qua ne agnoskas la episkopi, e grantas la direkto di la eklezio a la sacerdoti o pastori.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	459	2	466	korektita
presbiterio	religio	. Asemblitaro ek la personi qui adminis- tras la proprietaji e la revenui di la parokio.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	459	6	466	korektita,ordino-rompita
preske		"Poko mankas pri ke lo esez tale".				459	9	466	sen-lingui
preskriptar	trans., ulo ad ulu	.Imperar per formulo preciza. EFIS.				459	11	466	sen-lingui
preskritar	trans	(yurocienco).Liberigar de debajo, de perse- qui judiciala, de servitudo, per la fakto ke quanto determi- nita de tempo fluis de lore.		franca,italiana,hispana	FIS	459	14	466	korektita
prestar	trans., ad	. Igar (ulo) disponebla, posedata, da ulu dum ula quanto de tempo, pos qua lu devos retrodonar olu.		franca,italiana,hispana	FIS	459	18	466	
prestaciono		Laboro kelka-dia (redemtebla per pekunio) postul- ebla de la habitanti di komono, por la konservo en bona stan- do di la voyi publika qui apartenas a la komono.		germana,angla,franca,italiana,hispana	DEFIS	459	22	466	korektita,ordino-rompita
prestijo		To quo frapas, astonas, surprizas per sua brilo, e c. Autoritato od influo qua naskas de la aspekto extera, ed efikas a la opiniono ed a la imagino-fakultato di ula per- soni.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	459	26	466	korektita
pretendar	trans	Persequar publike ulo pri quo onu dicas esar yuroza.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	459	31	466	
preter		Pasante apud (ulu od ulo) ed irante plu ad-avane kam (li). L.				459	34	466	finalo-nekutima,sen-lingui,korektita
preterito	gram	Tempo di verbo, qua expresas la pasinto.		germana,angla,franca,italiana,hispana	DEFIS	459	37	466	korektita
pretextar	trans	Alegar motivo qua aspektas exakta, por ce- lar la motivo reala di ago.		angla,franca,italiana,hispana	EFIS	459	40	466	
pretoro	en Roma, antique	. Oficiero judiciala qua direktis la operaci militala, administris provinco, e c.		germana,angla,franca,italiana,hispana	DEFIS	459	43	466	korektita
prevarikar	netrans	Deviacar de la konduto yuro-konforma.		franca,italiana,hispana	FIS	459	46	466	
preventar	trans	Impedar la evento, la existesko.		angla,franca,italiana,hispana	EFIS	459	49	466	
prevosto		I. Oficiero di qua la tasko konsistas ye judiciar pri la kazi kriminala en la armei. ¶ II. Chefo di la kanoni- karo en kirko kolegiala, superioro en ula ordeni religiala.		angla,franca,italiana	EFI	459	51	466	korektita
prezenta		I. Qua esas en loko kande ulu arivas an olu, od esas en olu. ¶ II. Qua eventas, qua existas en la perio- do en qua onu esas. III. (gram.)Prezento : Tempo di la verbo, qua expresas la tempo-punto ube onu esas.		germana,angla,franca,italiana,hispana	DEFIS	460	2	467	korektita
prezervar	trans., de, kontre	. Shirmar, protektar, de atingeso da malajo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	460	7	467	korektita
prezidar	trans	Direktar la laboro, la debati da asem- blitaro (chambro deliberala, +konselio, e c.)		germana,angla,franca,italiana,rusa,hispana	DEFIRS	460	10	467	
pri		Koncerne, relate, segun quante koncernesas...				460	13	467	sen-lingui
priklar	netrans	Sentar su quaze se pikata neprofunde ed iteroze.		germana,angla	DE	460	15	467	korektita
prima		Egardata kom origino.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	460	18	467	korektita
primadono		Kantistino famoza, tre bone reputata pri lua talento.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	460	20	467	
primara		I. Qua apartenas a la grado unesma (departante de infre). ¶ II. Kuzi primara : Qui naskis de patri inter- frata.		germana,angla,franca,italiana,hispana	DEFIS	460	23	467	korektita
primato	eklezio katol	Arkiepiskopo qua dominacas fakte ed (od) honore la arkiepiskopi ed episkopi di regiono.		germana,angla,franca,italiana,hispana	DEFIS	460	27	467	korektita
primino	bot	Tegilo unesma di la ovulo (extera).				460	31	467	sen-lingui
primitiva		Qua aparis ye la origino, e duras havar de ta origino, ta o ca karaktero.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	460	33	467	
primrozo	bot	Planto qua florifas en la komenco-dii di printempo.	primula grandiflora. E			460	36	467	sen-lingui
primulo	bot	Narciso sovaja, kun mikra flori. - mula officinalis.	pri	germana,angla,franca,italiana,hispana	DEFIS	460	39	467	korektita
princo		I. Persono qua esas suvereno od apartenas a familio de suvereni. II. Spozo di princo. ¶ III. (metaf.) Per- sono qua esas la unesma hierarkiale, la chefo (di la fi- lozofi, di la oratori).		germana,angla,franca,italiana,rusa,hispana	DEFIRS	460	42	467	korektita
principo		Exaktajo fundamenta, sur qua su apogas la rezono.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	460	47	467	ordino-rompita
printempo		Sezono di la yaro, qua sequas nemediate vintro, dum qua la temperaturo di atmosfero divenas plu dolca e rinaskas la vejetantaro. (Intertempo qua separas la equinoxo qua sequas nemediate vintro, de la solstico di somero). - (anke metaf.) EF.				460	50	467	sen-lingui
priora		Qua havas la yuro venar ante od avan. DEFIS.				461	2	468	sen-lingui
prioro	eklezio katol	Superioro di kuvento, di monakeyo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	461	4	468	
prismato		I. (geom.) Poliedro di qua la bazo infra e la bazo supra esas poligoni paralela egala ; e la edri laterala, paralelogrami qui interunionas la lateri homologa di la bazo. ¶ II. (fiziko).Prismo triangula de kristalo qua, kande lumo- radii trairas lu, refraktas ta radii e deskompozas li aden lia kolori prima.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	461	7	468	korektita
pritaneo	en la epoki antiqua	. Edifico en qua esis lojigata ed entratenata, da la stato e lua-spense, la civitani qui tre meritis de la patrio.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	461	14	468	korektita
privacar	trans., de	Afliktar (ulu) per igar lu ne plus havar, od indijar (ulo).		angla,franca,italiana,hispana	EFIS	461	18	468	korektita
privata		Ne publika.		germana,angla,franca,italiana,rusa	DEFIR	461	21	468	
privilejo		Avantajo personala, individuala, qua grantesis kom ecepto ye la yuro komuna.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	461	23	468	korektita
prizar	trans	Judikar (ulo) kom agreabla a su.		germana,angla,franca	DEF	461	26	468	
prizentar	trans., ad	. I. Pozar (ulo) avan ulu por ke lu prenez la kozo. ( II. Lokizar (ulu) avan ulu por ke ica videz lu.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	461	28	468	korektita
pro		Efekte de, konseque de, efike da, kauze de.				461	32	468	sen-lingui,korektita
probar	trans	Aplikar, kom foyounesma, kozo a lua destineso, por povar judikar ka lu esas apta por lo.		germana,franca,italiana,hispana	DFIS	461	34	468	
probabla		Di qua la exakteso havas plu multa chanci "por" kam chanci "kontre".		angla,franca,italiana,hispana	EFIS	461	37	468	korektita,ordino-rompita
problemo		Questiono desfacile solvebla. - DEFIRS. (Onu prizentas problemo).				461	40	468	sen-lingui
procedar	netrans., ad	Komencar la exekuto di ta kozo.		angla,franca,italiana,hispana	EFIS	461	43	468	
proceduro	yurocienco	. Formo segun qua onu devas procedar en korto judiciala.		germana,angla,franca,italiana,rusa	DEFIR	461	45	468	korektita
procento		Raporto (proporciono) a cent unaji. (Onu parolas pri procenti en statistiki omna-speca : procento di la naski, di la morti, di la mariaji en populo od habitantaro. Do, ne la interesto o rento di kapitalo. Ex.: Me kolokis 1000 frankki ye la procento di 4 po cent).		germana,angla,franca,italiana,rusa,hispana	DEFIRS	461	48	468	korektita
procesar	netrans., kontre	. Persequar (ulu) en korto judi- ciala. DEFIRS.				461	54	468	sen-lingui,korektita
procesionar	netrans	I(aludante la klerikaro od amaso de personi qui defilas ordinoze). Marchar kolone en la kirko od extere, kantante psalmi, himni, litanii, okazione di ula festi religiala. ¶ II. (metaf.)(aludante longa serio de personi qui avancas ganso-marche). Marchar ica dop ita, unope.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	462	2	469	korektita
procidar	netrans	(teol.) Exekutar la ago per qua la San- ta Spirito pasas de la Patro a la Filio (en la religio ka- tolika).				462	9	469	sen-lingui,korektita
proda		Qua agis plu kam brave. FIS.				462	13	469	sen-lingui,korektita
prodigar	trans	I. Spensar sen modereso, sen limito. ¶ II. (metaf.) Donacar sen modereso, sen limito.		angla,franca	EF	462	15	469	korektita
prodromo	medicino	. Signo qua anuncas morbo, maladesko.		germana,angla,franca,italiana,hispana	DEFIS	462	18	469	korektita
produktar	trans	Igar existar, igar naskar.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	462	21	469	korektita
produto	matem	Rezultajo de la multipliko di nombro per altra.		franca	F	462	23	469	korektita
profana		I. Qua esas exter la kozi sakra. ¶ II. (metaf.) Qua esas exter ula cienco, ula arto.		germana,angla,franca,italiana,hispana	DEFIS	462	26	469	korektita
profanacar	trans., per	. Violacar la santeso di la sakraji. -(metaf.) Violacar la respekto debata ad ulu od ulo. DEFIRS profazo. (biol.) Fazo unesma di mitoso.				462	29	469	sen-lingui,korektita
profermento	biol	Granularo fermentala qua, por divenar efikiva e plear sua rolo zimazala, bezonas la prezenteso di substanco preparanta.				462	34	469	sen-lingui,korektita
profesar	trans	Deklarar publike (sua fido religiala, sua ateisteso, sua aprobo di...). - EFIS. profesiono. Sorto di agado per qua onu ganas sua vivo-neces- aji. - DEFIRS. profesoro. Persono qua docas arto, cienco, en skolo superiora (liceo, fakultato di yurocienco, di medicino). - DEFIRS. profeto. I. (religio).La persono quan Deo inspiras,qua pre- savigas la eventontaji, o revelas fakti celita de la per- soni cetera. ¶ II. La persono qua presavigas la eventont- aji.		germana,angla,franca,italiana,hispana	DEFIS	462	38	469	korektita
profilo		I. Aspekto di vizajo qua videsas de latere. ¶ II. Profilo di edifico, di fortreso, di tereno, di muluro: (a) lia aspekto kande vidata de latere ; (b) lia seciono sur plano, segun perpendiklo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	462	52	469	korektita
prokuratoro	judiciado	.Judiciisto komisita da la stato por akuzar koram tribunalo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	464	6	471	korektita
prolegomeno		Longa prefaco qua preparas la objekto pre- cipua di la verko.		germana,angla,franca,italiana,hispana	DEFIS	464	9	471	korektita
prolepso	retoriko	. Figuro qua konsistas ye preirar, preventar, objeciono.		germana,angla,franca,italiana,hispana	DEFIS	464	12	471	korektita
proletario		I. (en Roma, antique). Civitano ek la klaso maxim inferiora, imuna de imposti. ¶ II. La persono qua vivas en stando di indijo sen-cesa, pri lua vivo- necesaji.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	464	15	471	
proliferar	netrans	(bot. e fiziol.)Produktar enti si- mila a su.				464	20	471	sen-lingui
prolixa		Qua (lor skribo, lor parolo) dilutas to quon lu havas dicenda. - (Dicesas anke pri la stilo di ulu).		germana,angla,franca,italiana,hispana	DEFIS	464	23	471	
prologo		I. En teatrajo : sorto di prefaco qua anuncas e preparas la serio de eventontaji pleala. ¶ II. Quaza prefaco.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	464	27	471	
prolongar	trans	Plulongigar en spaco (kayo, trotuaro, muro). Adjuntar, ad ula kozo, ulo suplementa qua kons- titucas integrajo kun olu e qua havas kom nomo "prolong- uro".On plulongigas: vivo, milito, voyajo, la valideso di pasporto).		germana,angla,franca,italiana,hispana	DEFIS	464	31	471	
promenar	netrans	Irar marche, dise, por respirar en ae- ro ne-enklozita, por exercar sua muskuli.		germana,angla,franca,rusa	DEFR	464	37	471	korektita
promisar	trans., ad ulu	. Dicar, garantiante lo per sua honoro, ke onu agos o facos ulo.		germana,angla,franca,italiana,hispana	DEFIS	464	40	471	korektita
promocar	trans	Elevar (ulu) ad ofico, a grado, plu alta en la hierarkio.		germana,angla,franca,italiana,hispana	DEFIS	464	43	471	korektita
promontorio	geogr	Triangulo de tero tre salianta qua quaze avancas aden maro.		germana,angla,franca,italiana,hispana	DEFIS	464	46	471	korektita
promulgar	trans	Publikigar (lego) segun la formi pos- tulata por ke lu divenez obliganta.		germana,angla,franca,italiana,hispana	DEFIS	464	49	471	korektita
pronar	netrans	(religio, aludante la paroko, la vi- kario). Donar instrucioni, lor la celebro di la meso pa- roklala, en la sundii e la festo-dii, adjuntante a li la rekomendi quin lu havas (eventuale) agenda a la ekle- ziani, la publikigi di la mariaji, e c.		franca	F	464	52	471	korektita
pronacar	trans	(anat.) Igar la karpo en posturo tala ke la palmo di la manuo "regardas" vers sulo. (antonimo : supinacar).				465	5	472	sen-lingui,korektita,ordino-rompita
pronomo	gram	Vorto-speco qua remplasas e pleas la rolo di la nomo tacita. DEFIS.				465	9	472	sen-lingui,korektita
pronta		I. Tote preparita. ¶ II. Qua esas quik....onta.		italiana,hispana	IS	465	12	472	korektita
pronukleo	biol	Parto nuklea di la ovulo e di la spermato- zoido qui kunfuzesas lor la fekundigo.				465	14	472	sen-lingui
pronuncar	trans	I. Igar audebla publike (pronuncar diskur- so, laudo funerala, pledo). ¶ II. Enuncar, artikulante la silabi, la vorti.		angla,franca,italiana,hispana	EFIS	465	17	472	korektita
propagar	trans	Diskonocigar proximope. - (metaf.: genitar por plumultigar (sua) decendanti.) - DEFIRS. proporcionar. (trans.) Konformigar a la legi segun qui(lu), kom parto di ensemblo, esas tale o tale granda, konsidere di la toto.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	465	21	472	
proporciono		I. En linguo vulgara : (a) grandeso di parto kompare a la toto od a la altra parti, en snsemblo ; (b) grandeso di kozo kompare a kozo analoga, egardata kom tipo ; (c) grandeso di kozo kompare ad altra kozo, la unesma kres- kante o deskreskante segun ke la duesma kreskas o deskreskas. ¶ II. En la linguo ciencala : (a) (matem.)Proporciono geome- triala : Inter-egaleso di du raporti per quociento. Propor- ciono-regulo : operaco per qua, donite un ek la du raporti ed un termino di la duesma, onu determinas la altra termino. Prpporciono aritmetikala : Interegaleso di du raporti per difero. - (kemio) Proporciono definita : Quantesi fixa, na- variiva, segun qui interunionas la korpi por formacar kom- binuri kemiala.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	465	28	472	korektita
propozar	trans	(ad). I. Pozar (ulo) avan ulu kom objekto, kom temo, di studio, di exploro. ¶ II. Pozar (ulo) avan ulu kom regulo, kom modelo a qui konformigor sua agado. ¶ III. Pozar (ulu) avan (ulu, korporaciono) kom kandidato.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	465	42	472	
propoziciono		I. (logiko) Enunco di judiko. ¶ II. (gram.) Asembluro ek objekto, verbo ed atributo. ¶ III. (geometrio). Enunco di teoremo demonstrenda. ( IV. (teol.) Afirmo dogma- tala.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	465	47	472	korektita
propra		Qua proprietesas da persono, da kozo, exkluze di om- na altra.		angla,franca,italiana,hispana	EFIS	465	52	472	korektita
propretoro	en Roma, antique	. Lietnanto (remplasanto) di la pretoro.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	465	55	472	korektita
proprietar	trans	Posedar (ulo) kom sua, kom propra, komplete e legitime.		angla,franca,italiana,hispana	EFIS	465	58	472	korektita
propulsar	trans, ad	(mekaniko). (aludante helico, palet- roto, e c.). Pulsar adavan, avance. - DEFIS. prorogar. I. (yurocienco) Ajornar oficale a dato plu o min fora. ¶ II. (aludante asemblitaro). Rezolvar cesar quik la +seanco, la +sesiono, til epoko determinato.		germana,angla,franca,italiana,hispana	DEFIS	466	2	473	korektita
