# Sosies corriges par le lexique du livre (passe unique, criteres severes).
# Une seconde passe sur le texte deja corrige a ete essayee : elle degrade
# (99,23/99,50 -> 99,14/99,41). Le lexique s'appauvrit a mesure qu'on le
# corrige, et les formes rares deviennent des cibles. Une passe, pas deux.
563	34	33	o
564	11	5	l
564	18	19	k
564	23	4	l
564	45	55	z
564	45	58	p
565	53	48	c
566	8	20	l
566	17	6	o
566	34	5	r
566	34	18	s
566	43	12	l
566	51	56	c
567	52	17	i
567	53	4	a
567	56	53	n
568	14	6	l
569	11	58	e
569	51	38	v
569	53	26	h
569	55	3	h
571	51	15	o
572	7	35	o
572	42	8	t
572	45	46	o
572	47	4	l
572	55	57	a
573	16	0	p
573	17	5	m
573	19	0	f
573	46	0	l
574	20	18	n
575	12	33	a
575	30	0	l
575	46	13	o
576	31	27	l
576	38	25	l
576	50	0	f
578	8	0	p
578	15	25	l
578	50	14	i
580	7	63	o
582	22	23	a
583	22	28	o
583	46	37	u
584	7	5	o
584	27	16	o
584	44	49	o
584	47	36	s
585	21	16	i
585	37	26	o
585	37	50	c
586	5	38	s
586	49	61	o
587	5	54	a
587	8	0	p
587	28	21	o
588	1	6	f
588	25	11	a
588	25	26	c
588	30	9	v
588	37	67	o
588	53	6	l
588	53	64	c
589	25	2	t
589	39	50	o
590	35	10	l
590	37	2	t
590	55	1	e
591	51	57	o
591	55	2	t
592	11	53	o
592	38	52	l
594	56	6	i
595	40	52	l
595	42	5	a
596	2	52	e
596	10	15	o
596	16	44	o
598	15	8	u
598	41	62	v
598	55	15	u
599	2	56	a
599	3	3	l
599	22	33	o
599	34	3	q
599	34	11	c
600	6	0	p
600	15	25	a
600	16	15	o
600	55	15	u
602	15	33	o
602	17	40	o
603	41	9	a
603	50	10	t
605	34	2	a
605	39	40	o
605	41	3	p
605	50	7	o
606	24	62	a
606	25	5	c
607	15	47	o
607	46	44	u
607	56	29	l
608	30	60	o
608	38	1	a
609	44	3	p
610	4	8	o
610	8	3	c
610	15	2	n
610	26	60	i
610	32	44	o
610	47	39	o
614	14	3	c
614	17	15	n
614	51	20	c
614	51	59	a
615	8	53	o
615	44	6	e
616	3	0	r
616	34	7	c
616	50	25	o
616	54	13	o
617	5	57	o
617	8	48	o
618	8	0	r
618	32	28	h
618	38	7	e
619	33	5	n
619	49	6	o
620	0	55	i
620	13	19	a
620	55	4	i
620	55	20	a
621	24	49	i
621	29	3	t
621	29	16	I
621	48	7	o
621	48	37	y
622	33	4	i
623	4	5	s
623	41	20	a
624	3	2	t
624	7	31	o
624	7	50	o
624	18	11	l
624	32	37	o
624	53	4	l
624	57	36	o
625	3	3	s
625	6	16	l
625	12	5	z
625	19	16	u
625	23	4	e
625	31	43	a
626	39	56	a
